tmdb_id,title,release_year,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,director,cast,imdb_id,original_language,status
580489,Venom: Let There Be Carnage,2021,2021-09-30,97,110000000,506863592,6.8,10869,10.6714,"['Science Fiction', 'Action', 'Adventure']",Andy Serkis,"['Tom Hardy', 'Woody Harrelson', 'Michelle Williams', 'Naomie Harris', 'Reid Scott', 'Stephen Graham', 'Peggy Lu', 'Sian Webber', 'Michelle Greenidge', 'Rob Bowen', 'Laurence Spellman', 'Little Simz', 'Jack Bandeira', 'Olumide Olorunfemi', 'Scroobius Pip', 'Amrou Al-Kadhi', 'Beau Sargent', 'Brian Copeland', 'Stewart Alexander', 'Sean Delaney', 'Ed Kear', 'Emma Lau', 'Louis J Rhone', 'Christopher Godwin', 'Tiffanie Thomas', 'Rocky Capella', 'Sam Robinson', 'Greg Lockett', 'Sonny Ashbourne Serkis', 'Otis Winston', 'Vaughn Johseph', 'Kristen Simoes', 'Miguel Angel Arreguin', 'Shaliz Afshar', 'Reece Shearsmith', 'Simon Connolly', 'Rachel Handshaw', 'Amanda Foster', 'Akie Kotabe', 'Eric Sigmundsson', 'Chabris Napier-Lawrence', 'Larry Olubamiwo', 'Jose Palma', 'Ashlen Aquila', 'Jamal Ajala', 'James D. Weston II', 'Che Amaro', 'Joshua Eldridge-Smith', 'Rosie Marcel', 'Elliot Cable', 'J.K. Simmons', 'Tom Holland', 'David Zepeda', 'Jason McNab']",tt7097896,en,Released
593643,The Menu,2022,2022-11-17,107,35000000,79628200,7.172,5707,10.6564,"['Comedy', 'Horror', 'Thriller']",Mark Mylod,"['Anya Taylor-Joy', 'Ralph Fiennes', 'Nicholas Hoult', 'Janet McTeer', 'Paul Adelstein', 'Rob Yang', 'Aimee Carrero', 'John Leguizamo', 'Arturo Castro', 'Reed Birney', 'Hong Chau', 'Judith Light', 'Mark St. Cyr', 'Rebecca Koon', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Mel Fair', 'Cristian Gonzalez', 'Matthew Cornwell', 'John Wilkins III', 'John Cola', 'Michael A. Dean', 'Marcus Aveons Duncan', 'Alexander Goldstein', 'Grant Henley', 'Rachel Trautmann', 'Victor Zheng', 'Michael Neal', 'Brandon Herron', 'Jay Shadix', 'Melisa Lopez', 'Elbert Kim']",tt9764362,en,Released
770684,The Retaliators,2022,2022-09-08,96,0,0,5.769,67,10.6556,"['Horror', 'Thriller', 'Action']",Bridget Smith,"['Michael Lombardi', 'Marc Menchaca', 'Joseph Gatt', 'Katie Kelly', 'Abbey Hafer', 'Jacoby Shaddix', 'Robert Knepper', 'Robert John Burke', 'Spencer Charnas', 'Ivan L. Moody', 'Zoltan Bathory', 'Chris Kael', 'Amanda Lyberg', 'Doc Coyle', 'Craig Mabbitt', 'Gigi Gustin', 'Shannan Wilson', 'Corrie Graham', 'Cree Kelly', 'Rachel Hilbert', 'Cory Marks', ""Brian O'Halloran"", 'Tommy Lee', 'Dan Murphy', 'Miles Franco']",tt11261830,en,Released
811941,Devara: Part 1,2024,2024-09-26,175,31764000,54216867,6.9,203,10.5988,"['Action', 'Drama']",Koratala Siva,"['N.T. Rama Rao Jr.', 'Saif Ali Khan', 'Prakash Raj', 'Srikanth', 'Kalaiyarasan', 'Shruti Marathe', 'Janhvi Kapoor', 'Shine Tom Chacko', 'Ajay', 'Zarina Wahab', 'Narain', 'Murali Sharma', 'Abhimanyu Singh', 'Rameshwari Talluri', 'Sudev Nair', 'Tarak Ponnappa', 'Sana', 'Getup Srinu', 'Hari Teja', 'Sonakshi Verma', 'Manasi Verma', 'Younus Howlader', 'Latha Reddy', 'Kamal Krishna', 'Nihal Kodhaty', 'Rohan Surya Kanuma Reddy', 'Himaja', 'Sana', 'Princy George', 'Chaitra Roy', 'Nareshraj Narasimha']",tt11821912,te,Released
890656,Fistful of Vengeance,2022,2022-02-17,97,0,0,5.597,316,10.5845,"['Action', 'Fantasy']",Roel Reiné,"['Iko Uwais', 'Lewis Tan', 'Lawrence Kao', 'Pearl Thusi', 'Francesca Corney', 'JuJu Chan', 'Jason Tobin', 'Rhatha Phongam', 'Selina Wiesmann', 'Joseph Angelo', 'Sahajak Boonthanakit', 'Katrina Grey', 'Apasiri Kulthanan', 'Sumret Muengput', 'Charlie Ruedpokanon', 'Alexander Winters', 'Gigi Velicitat']",tt14158554,en,Released
508439,Onward,2020,2020-02-29,102,200000000,141888276,7.654,6405,10.568,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",Dan Scanlon,"['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus', 'Octavia Spencer', 'Mel Rodriguez', 'Kyle Bornheimer', 'Lena Waithe', 'Ali Wong', 'Grey DeLisle-Griffin', 'Tracey Ullman', 'Wilmer Valderrama', 'John Ratzenberger', 'George Psarras']",tt7146812,en,Released
858408,Dog Gone,2023,2023-01-12,95,0,0,6.2,190,10.5513,"['Family', 'Adventure', 'Drama']",Stephen Herek,"['Johnny Berchtold', 'Rob Lowe', 'Kimberly Williams-Paisley', 'Nick Peine', 'Savannah Bruffey', 'Brian Brightman', 'Holly A. Morris', 'Caroline Skye', 'Soji Arai', 'Annabella Didion', 'Daniel Annone', 'Rachael Thompson', 'Tedd Taskey', 'Susan Gallagher', 'Robert Bryan Davis', 'Al Mitchell', 'Anny Jules', 'Jason Saucier', 'Zele Avradopoulos', 'Bruce Soscia', 'Bart Hansard', 'Joseph Echavarria', 'Michael H. Cole', 'Jakeem Hawkins', 'Amber Erwin', 'Logan Siu', 'Katelyn Farrugia', 'James Andrew Kientzy', 'Sebastian Prandoni', 'LaKeta Booker', 'Brad Carter', 'Paul Brian Johnson', 'Ariel Eliaz', 'Ansley Davis', 'Cathy Cavadini']",tt15334430,en,Released
579974,RRR,2022,2022-03-24,185,69000000,160000000,7.739,1474,10.5435,"['Action', 'Adventure', 'Drama']",S. S. Rajamouli,"['N.T. Rama Rao Jr.', 'Ram Charan', 'Olivia Morris', 'Ray Stevenson', 'Alison Doody', 'Ajay Devgn', 'Alia Bhatt', 'Samuthirakani', 'Twinkle Sharma', 'Shriya Saran', 'Chatrapathi Sekhar', 'Makrand Deshpande', 'Rahul Ramakrishna', 'Varun Buddhadev', 'Edward Sonnenblick', 'Ahmareen Anjum', 'Rajiv Kanakala', 'Spandan Chaturvedi', 'Chakri', 'Mark Bennington', 'R. Bhakti Klein', ""Alexx O'Nell"", 'Gaurav Pareek', 'Kirron Arya', 'Akash Boro', 'Eduard Buhac', 'Oleh Karpenko', 'Ivan Kostadinov', 'Jason Yeboa', 'Vedala Hemachandra', 'S. S. Rajamouli']",tt8178634,te,Released
395817,The Thicket,2024,2024-09-05,105,0,0,6.5,129,10.5257,"['Western', 'Crime', 'Thriller']",Elliott Lester,"['Peter Dinklage', 'Juliette Lewis', 'Levon Hawke', 'Leslie Grace', 'Gbenga Akinnagbe', 'Esmé Creed-Miles', 'Andrew Schulz', 'Macon Blair', 'Arliss Howard', 'James Hetfield', 'Ryan Robbins', 'Ned Dennehy', 'David Midthunder', 'Sophia Fabris', 'Guy Sprung', 'Derek Gilroy', 'Chris Enright', 'Teach Grant', 'Roger LeBlanc', 'Brent Stait', 'Caleb Ellsworth-Clark', 'Dusty Bews', 'Kyle Thomson', 'Rob Hay', 'Tyson Martell', 'David LeReaney', 'Diana-Marie Stolz', 'Luke Hubler-McManus', 'John Wills Martin', 'Peter Bews', 'Tommy Clarke', 'Gavin Lester', 'Allen Craig Hayes', 'C. Stephen Campbell', 'Jeff Hanni']",tt4058618,en,Released
1252428,Anaconda,2024,2024-03-01,84,0,0,7.135,111,10.5178,"['Adventure', 'Horror', 'Thriller']",Xiang Qiuliang,"['Nita Xia', 'Terence Yin Chi-Wai', 'Wang Xingchen', 'Ken Lok Tat-Wah', 'Paul Che Biu-Law', 'Wang Zirun', 'Xu Shao-Hang', 'Jiu Kong', 'Wang Gang']",tt11668530,zh,Released
726916,JJ+E,2021,2021-09-08,91,0,0,5.799,159,10.4632,"['Romance', 'Drama']",Alexis Almström,"['Mustapha Aarab', 'Elsa Öhrn', 'Magnus Krepper', 'Marika Lagercrantz', 'Simon Mezher', 'Loreen', 'Albin Grenholm', 'Jonay Pineda Skallak', 'Elsa Bergström Terent', 'Otto Hargne', 'Josef Kadim', 'Yohannes Frezgi', 'Edvin Wassberg', 'Nikie Pourfallah', 'Sandra Strandberg Zubovic', 'Jenna Chaaraoui', 'MonaMohau Wester', 'Ambra Andela Ugorji', 'Varia Linnéa Sjöström', 'Alessandro Knezevic', 'Nesim Mir Ali', 'Linus Troedsson', 'Victor Leksell', 'Seth Allyn Austin', 'Jacob Bond', 'Olivia Prado', 'Massi Pregoni', 'Bill Rogers']",tt12299824,sv,Released
616037,Thor: Love and Thunder,2022,2022-07-06,119,250000000,760900000,6.4,8203,10.4261,"['Fantasy', 'Action', 'Comedy']",Taika Waititi,"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson', 'Taika Waititi', 'Russell Crowe', 'Jaimie Alexander', 'Idris Elba', 'Chris Pratt', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Sean Gunn', 'Vin Diesel', 'Bradley Cooper', 'Carly Rees', 'Kat Dennings', 'Brett Goldstein', 'Stellan Skarsgård', 'Luke Hemsworth', 'Matt Damon', 'Sam Neill', 'Melissa McCarthy', 'Ben Falcone', 'Suren Jayemanne', 'Natasha Cheng', 'Stephen Curry', 'Bobby Holland Hanton', 'Daley Pearson', 'Dianne Close', 'Greg Mitchell', 'Briegh Winderbaum', 'Mayzie Winderbaum', 'Izaac Winderbaum', 'Alanis Long Borrello', 'Emmeline Luka Bale', 'Kieron L. Dyer', 'India Rose Hemsworth', 'Simon Russell Beale', 'Manny Spero', 'Jonny Brugh', 'Andrew Crawford', 'Chanique Greyling', 'Brooke Satchwell', 'Elsa Pataky', 'Zia Kelly', 'Rosangela Fasano', 'Cameron Chapek', 'Tristan Hemsworth', 'Samson Alston', 'Alan Spies', 'Eliza Matengu', 'Shari Sebbens', 'Victoria Zerbst', 'Johnny Nasser', 'Jenna Owen', 'Gemma Dart', 'Victoria Ferrara', 'Ava Rodrigo-Porter', 'Elsa Rodrigo-Porter', 'Kaan Guldur', 'Indeia Booc', 'Indiana Ierano', 'Cayla Sutherland', 'Tui Vincent', 'Garth Wood', 'Yure Covich', ""Matatia Foa'i"", 'Alan Dukes', 'Alan Tsibulya', 'Arka Das', 'Simona Paparelli', 'Nico Cortez', 'Priscilla Doueihy', 'Nicole Milinkovic', 'Chayla Korewha', 'Imaan Hadchiti', 'Carmen Foon', 'Clariza Vicente', 'Kuni Hashimoto', 'Stephen Hunter', 'Justin Paul Hitchcock', 'Nazih Kheir', 'Tatyana Gillam', 'Indiana Evans', 'Samantha Allsop', 'Olivia Vasquez', 'Adam Todd', 'Josh Heuston', 'David Hambly', 'Janessa Dufty', 'Ava Caryofyllis', 'Chloé Gouneau', 'Ben Sinclair', 'Jane Yubin Kim', 'Dave Cory', ""Te Kainga O'Te Hinekahu Waititi"", 'Matewa Kiritapu Waititi', 'Sasha Hemsworth', 'Aleph Millepied', 'Amalia Millepied', 'Rex Bale', 'Molly Moriarty', 'Hannah Gray', 'Luc Barrett', 'Luca Darda', 'Bo Chambers', 'Zali Mae Harrison', 'Leeton Alan Ingrey', 'Evan Stanhope', 'Jessica May Lynne', 'Jaimee Rose Lynn', 'Kim Thien Doan', 'Simone Landers', 'Sienna Ngeru', 'Rafael Siemer', 'Gabriel Siemer', 'Ronin Fabi', 'Arias Vang', 'Corban Ierano', 'Xander Mouradian', 'Jacob Yee', 'Zhang Chongwei']",tt10648342,en,Released
1312946,The Map That Leads to You,2025,2025-08-19,96,0,0,6.561,255,10.3786,"['Romance', 'Drama']",Lasse Hallström,"['Madelyn Cline', 'K.J. Apa', 'Sofia Wylie', 'Madison Thompson', 'Orlando Norman', 'Josh Lucas', 'JR Esposito', 'Marilyn Cutts', 'Joseph William Evans', 'Diego Ross', 'Ana Hernández-Sanchíz', 'Javier Barandiarán', 'Emilio Linder', 'Albar Cirarda', 'Clara Viñals', 'Álvaro Cobas González', 'Fiorella Pedrazzini', 'Giuseppe Schillaci', 'Xavi Siles', 'Tora Hallström', 'Tor Miller', 'Eva García Montiel', 'Karl-El Santos']",tt33549478,en,Released
930094,"Red, White & Royal Blue",2023,2023-07-27,118,0,0,7.9,1453,10.3404,"['Comedy', 'Romance']",Matthew López,"['Taylor Zakhar Perez', 'Nicholas Galitzine', 'Uma Thurman', 'Clifton Collins Jr.', 'Rachel Hilson', 'Sarah Shahi', 'Ellie Bamber', 'Thomas Flynn', 'Stephen Fry', 'Malcolm Atobrah', 'Akshay Khanna', 'Aneesh Sheth', 'Juan Castano', 'Donald Sage Mackay', 'Sharon D. Clarke', 'Rachel Maddow', 'Bridget Benstead', 'Helen Minassian', 'Isabelle Suwan', 'Ben Santos', 'Charles Nishikawa', 'Michael Ayala-Cole', 'Robert William Carlisle', 'Gabi Kerr', 'Gabriella Fanuele', 'Georgie Fellows', 'Martin Bishop', 'John King', 'Jonny Lee Kemp', 'Enver Mehmet', 'Monsurat Bello', 'Hughie Mann', 'Karina Nuñez Anaya', 'Derek Siow', 'Valter Almeida', 'Gaia Mondadori', 'Reynold Koker', 'Roy Harrop', 'Joy Reid', 'Kathryn López', 'Frank Lopez', 'Lila Walshe', 'Khushboo Hirani', 'Nathan Musoki', 'Brian Naylor', 'Kaya Brown-Hallam', 'Rita Estevanovich', 'Miranda Heldt', 'Annabella King', 'Casey McQuiston', 'Aleshia Williams', 'Josh Wild', 'Amira Walters-Byrne', 'Destiny Viva', 'Samara Tong', 'Amy Tomlinson', 'Mackenzie Stretch', 'Tyson Simon', 'Irene Salvi', 'Marcus St. Cyr', 'Julia Ruiz Fernandez', 'Troy Rochester', 'Elise Pinel', 'Ronke Olagunju', 'Bettie Moon', 'Mira Jebari', 'Emi Ichikawa', 'Robbie Ordona', 'Bethany Hunt', 'Nicole Hastings', 'Kamilla Halid', 'Jamie Graham', 'Marlie Goddard', 'Jakub Franasowicz', 'Kyle Flaherty', 'Emma Farnell-Watson', 'Davide Albonetti', 'Oliver Andrews', 'Miekaile Browne', 'Harrison Claxton', 'Cam', 'Tom Mather', 'Emma Falcon', 'Jemma Redgrave', 'Sean Coleman']",tt10172266,en,Released
659994,Rams,2020,2020-10-15,119,0,4155492,6.3,82,10.3123,"['Drama', 'Comedy']",Jeremy Sims,"['Sam Neill', 'Michael Caton', 'Miranda Richardson', 'Wayne Blair', 'Asher Keddie', 'Leon Ford', 'Hayley McElhinney', 'Travis McMahon', 'Kipan Rothbury', 'Will McNeill', 'Asher Yasbincek', ""Bevan 'Fudd'Lang""]",tt8737608,en,Released
1220564,The Secret Agent,2025,2025-07-23,161,5000000,18558,8.3,51,10.2723,"['Drama', 'Thriller', 'History']",Kleber Mendonça Filho,"['Wagner Moura', 'Carlos Francisco', 'Tânia Maria', 'Robério Diógenes', 'Roney Villela', 'Gabriel Leone', 'Alice Carvalho', 'Hermila Guedes', 'Isabél Zuaa', 'Maria Fernanda Cândido', 'Thomás Aquino', 'Laura Lufési', 'Isadora Ruppert', 'Igor de Araújo', 'Ítalo Martins', 'Udo Kier', 'João Vitor Silva', 'Luciano Chirolli', 'Geane Albuquerque', 'Fafa Dantas', 'Suzy Lopes', 'Gregorio Graziosi', 'Joálisson Cunha', 'Aline Marta', 'Buda Lira', 'Wilson Rabelo', 'Erivaldo Oliveira', 'Enzo Nunes', 'Márcio De Paula', 'Fabiana Pirro', 'Rubens Santos', 'Kaiony Venâncio', 'Licínio Januário', 'Marcelo Valle', 'Robson Andrade', 'Albert Tenorio', 'Edilson Silva', 'Nivaldo Nascimento', 'Cely Farias', 'Beto Quirino']",tt27847051,pt,Released
634528,The Marksman,2021,2021-01-15,108,23000000,23076711,6.798,1681,10.2273,"['Action', 'Drama', 'Thriller']",Robert Lorenz,"['Liam Neeson', 'Jacob Perez', 'Katheryn Winnick', 'Teresa Ruiz', 'Sean A. Rosales', 'Jose Vasquez', 'Juan Pablo Raba', 'Alfredo Quiroz', 'Antonio Leyba', 'Dylan Kenin', 'Luce Rains', 'Ann Barrett Richards', 'Clark Sanchez', 'Alex Knight', 'David DeLao', 'Harry Maldonado', 'Elias Gallegos', 'Yediel Quiles', 'Christian Hicks', 'Grayson Berry', 'Esodie Geiger', 'Amber Midthunder', 'Jose Mijangos', 'Roger Jerome', 'Rose Leininger', 'Lelia Symington', 'Chase Mullins', 'Vic Browder', 'Charles David Richards', 'Assad Khaishgi', 'Jared Corum', 'Kellen Boyle', 'Tommy Lafitte', 'Jeremy Evitts', 'Scott Shirai', 'Patricia Rodriguez', 'Chris Breen', 'Jeffrey Cain', 'Shawn Cody Calvert', 'Cynthia Casaus', 'Sonny Ciarlillo', 'Richard Fike', 'Gary Flamik', 'Brian Gackowski', 'Adam Hicks', 'Garrett Ielapi', 'Mike Kuse', 'James LaPrelle', 'Dustin Pennington', 'Gonzalo Robles', 'Destiny Pearl Salgado', 'Melissa Santiago', 'Cheo Tapia', 'Ming Wang', 'Lew Wurdeman']",tt6902332,en,Released
587807,Tom & Jerry,2021,2021-02-10,101,50000000,136536687,6.744,2516,10.221,"['Comedy', 'Family', 'Animation']",Tim Story,"['Chloë Grace Moretz', 'Michael Peña', 'Colin Jost', 'Rob Delaney', 'Ken Jeong', 'Pallavi Sharda', 'Jordan Bolger', 'Patsy Ferran', 'Bobby Cannavale', 'Nicky Jam', 'Lil Rel Howery', 'Joey Wells', ""Na'im Lynn"", 'William Horton', 'Harry Ratchford', 'Utkarsh Ambudkar', 'Tim Story', 'Somi De Souza', 'Ajay Chhabra', 'Patrick Poletti', 'Janis Ahern', 'Camilla Arfwedson', 'Joe Bone', 'Edward Judge', 'Brian Bovell', 'David Nolan', 'Jude Coward Nicoll', 'Christina Chong', 'Daniel Adegboyega', 'Craig Stein', 'Edward Dogliani', 'Josselyn Ospina Escobar', 'Ozuna', 'Paolo Bonolis', 'Haley Bishop', 'Norma Butikofer', 'Marc Wesley DeHaney', 'Kerri McLean', 'Sophie Holland', 'Joseph Begley', 'Scott Coker', 'Joe Buck', 'T-Pain', 'Brian Stepanek', 'Leandra Ryan', 'Camilla Rutherford', 'Eleanor Fanyinka', 'Joakim Skarli', 'Mike Capozzola', 'Fuzuli Khabibillaev', 'Densil Jones', 'Frank Welker', 'June Foray', 'William Hanna', 'Mel Blanc', 'Grant Crookes', 'Kemal Shah']",tt1361336,en,Released
846422,The Old Guard 2,2025,2025-07-01,107,0,0,5.967,783,10.2182,"['Action', 'Fantasy']",Victoria Mahoney,"['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari', 'Luca Marinelli', 'Veronica Ngo', 'Chiwetel Ejiofor', 'Uma Thurman', 'Henry Golding', 'Kamil Nożyński', 'Slavko Sobin', 'Christophe Tek', 'Lorenzo Acquaviva', 'Peter Arpesella', 'Todd Cattell']",tt14961624,en,Released
777443,The Electric State,2025,2025-03-07,125,320000000,0,6.505,1432,10.1894,"['Science Fiction', 'Adventure', 'Action']",Joe Russo,"['Millie Bobby Brown', 'Chris Pratt', 'Ke Huy Quan', 'Jason Alexander', 'Woody Norman', 'Giancarlo Esposito', 'Stanley Tucci', 'Woody Harrelson', 'Anthony Mackie', 'Brian Cox', 'Jenny Slate', 'Hank Azaria', 'Colman Domingo', 'Alan Tudyk', 'Ann Russo', 'Greg Cromer', 'Vince Pisani', 'Camrus Johnson', 'Juan Uribe Brandi', 'Kurt Loder', 'Roshni Edwards', 'Holly Hunter', 'Will Lyman', 'Aubrey Brockwell', 'Camille Marquez', 'Tuc Watkins', 'Billy Gardell', 'Merle Dandridge', 'Ian McShay', 'Anthony J. Vorhies', 'Walter Strickland', 'Joe Avena', 'Necar Zadegan', 'Lia Mariella Russo', 'Marin Hinkle', 'Brooklynn', 'Antoinette LaVecchia', 'Rahul Kohli', 'Michael Trucco', 'Joe Russo', 'Rob Gronkowski', 'Susan Leslie', 'Jordan Black', 'Andy Watts', 'Jeffrey Ford', 'Patrick Newall', 'Terence Lee', 'Alan Boell', 'Myles Alexander Evans', 'Patti Harrison', 'Chris Castaldi', 'Christopher Brearton', 'Augie Rosalina', 'Terry Notary', 'Adam Croasdell', 'Christopher Silvestri', 'Devyn Dalton', 'Phoenix Notary', 'Gabrielle Maiden', 'Martin Klebba', 'Katelin Chesna', 'Sebastian Soler', 'Bill Clinton', 'Nancy Pelosi']",tt7766378,en,Released
359410,Road House,2024,2024-03-08,121,85000000,0,6.94,2758,10.1878,"['Action', 'Thriller']",Doug Liman,"['Jake Gyllenhaal', 'Billy Magnussen', 'Travis Van Winkle', 'Darren Barnet', 'Daniela Melchior', 'Jessica Williams', 'Conor McGregor', 'Joaquim de Almeida', 'Hannah Love Lanier', 'J. D. Pardo', 'Arturo Castro', 'B.K. Cannon', 'Post Malone', 'Lukas Gage', 'Dominique Columbus', 'Beau Knapp', 'Kevin Carroll', 'Bob Menery', 'Cesar Báez', 'Franklin Romero Jr.', 'Catfish Jean', 'Chad Guerrero', 'Craig Ng', 'Joe Ciotti', 'Vanessa Gómez Reyes', 'Ellenike Pichardo', 'Braian Valerio', 'Jose Mota Prestol', 'Candy Santana', 'Jonathan Hunt', 'Cannon Smith', 'Ruairi Rhodes', 'Omar Patin', 'Jose A. Diaz', 'Samuel Sang', 'Katherine Read', 'Ty Hemenway', 'Claudia Peña', 'Alexander Bellone', 'Alejandro Bescos', 'Luis Dominguez', 'Jay Hieron', 'Chris Tognoni', 'Mark Smith', 'Kenny Lorenzetti', 'Bruce Buffer', 'Jon Anik', 'Daniel Cormier', 'Megan Olivi', 'Tommy Lentsch', 'David Charles Warren']",tt3359350,en,Released
884605,No Hard Feelings,2023,2023-06-15,104,45000000,83000000,6.699,3571,10.1689,"['Comedy', 'Romance']",Gene Stupnitsky,"['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti', 'Natalie Morales', 'Matthew Broderick', 'Scott MacArthur', 'Ebon Moss-Bachrach', 'Kyle Mooney', 'Hasan Minhaj', 'Jordan Mendoza', 'Amalia Yoo', 'Alysia Joy Powell', 'Quincy Dunn-Baker', 'Matthew Noszka', 'Zahn McClarnon', 'Madison Odenborg', 'Achi Miller', 'Christian Galvis', 'Matt Walton', 'Christina Catechis', 'Christopher Bailey', 'Eason Rytter', 'Abigail Hupp', 'Jacob Augustin', 'Brendan Kispert', 'Ethan Metz', 'Alaina Surgener', 'Sejal Joshi', 'Victor Verhaeghe', ""Kelley Rae O'Donnell"", 'Katie Johantgen', 'Ari Frenkel', 'Luca Padovan', 'John DeMari', 'Grant Harrison Mateo', 'Madison McBride', 'Ben Heineman', 'Julia DeMoura Braine', 'Sophie Tananbaum', 'Melissa Lehman', 'Isabelle Fisher', 'Roman Caposino', 'Brian Calì', 'Leo Easton Kelly', 'Darren Valinotti', 'Alex Tomais', 'Earl Rose']",tt15671028,en,Released
1111873,Abigail,2024,2024-04-16,109,28000000,43015969,6.723,1778,10.1585,"['Horror', 'Thriller', 'Crime', 'Action', 'Comedy']",Tyler Gillett,"['Melissa Barrera', 'Dan Stevens', 'Alisha Weir', 'William Catlett', 'Kathryn Newton', 'Kevin Durand', 'Angus Cloud', 'Giancarlo Esposito', 'Matthew Goode']",tt27489557,en,Released
1097549,Babygirl,2024,2024-12-25,115,20000000,60934894,5.739,1001,10.1413,"['Drama', 'Romance']",Halina Reijn,"['Nicole Kidman', 'Harris Dickinson', 'Antonio Banderas', 'Esther-Rose McGregor', 'Sophie Wilde', 'Vaughan Reilly', 'Victor Slezak', 'Leslie Silva', 'Gaite Jansen', 'Robert Farrior', 'Bartley Booz', 'Anoop Desai', 'Mary Ann Lamb', 'Gabrielle Policano', 'Gabriela Torres', 'Izabel Mar', ""Max O'Herlihy"", 'Michael Kirchmann', 'Mareau Hall', 'Dolly Wells', 'Tess McMillan', 'Skyler Matthews', 'Molly Price', 'Maxwell Whittington-Cooper', 'Maryann Urbano']",tt30057084,en,Released
1241894,Woodwalkers,2024,2024-10-17,103,0,0,6.377,57,10.1362,"['Family', 'Fantasy']",Damián John Harper,"['Emile Chérif', 'Lilli Falk', 'Johan von Ehrlich', 'Sophie Lelenta', 'Oliver Masucci', 'Martina Gedeck', 'Hannah Herzsprung', 'Emil Bloch', 'Olivia Sinclair', 'David Wurawa', 'Anton Noori', 'Lucas Gregorowicz', 'Eugen Bauder', 'Lukas Spisser', 'Luna Arwen Krüger', 'Lewe Wagner', 'Tamino Beba', 'Samibah Straits', 'Laurin Hong', 'Colin Ahlemeyer', 'Finlay Hartinger', 'Viv Lee Thomas', 'Johannes Degen', 'Marem Lo', 'Birla Thüring', 'Tilda Schmidt-Schaller', 'Cem Öztabakci']",tt30398905,de,Released
614934,Elvis,2022,2022-06-22,159,85000000,288670284,7.477,3710,10.1299,"['Drama', 'Music', 'History']",Baz Luhrmann,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison, Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Leon Ford', 'Gary Clark Jr.', 'Yola', 'Natasha Bassett', 'Xavier Samuel', 'Adam Dunn', 'Alton Mason', 'Shonka Dukureh', 'David Gannon', 'Shannon Sanders', 'Charles Grounds', 'Josh McConville', 'Kate Mulvany', 'Gareth Davies', 'Chaydon Jay', 'Christian Kisando', 'John Mukristayo', 'Miles Burton', 'Gad Banza', 'Aristene Kisando', 'Senayt Mebrahtu', 'Princess Mariama Andrews', 'Sharon Brooks', 'Nicholas Bell', 'Anthony Phelan', 'Sandro Colarelli', 'Cle Morgan', 'Charles Allen', 'Natalie Bassingthwaighte', 'Liz Blackett', 'Mike Bingaman', 'Christian McCarty', 'Tony Nixon', 'Andrea Moor', 'Mark Leonard Winter', 'Hugh Parker', 'Thomas Larkin', 'Hilton Hyppolite Denis', 'Christopher Sommers', 'Brad Leaver', 'Simon Mallory', 'Terepai Richmond', 'Alex Knight', 'Jordan A. Holland', 'Lenesha Randolph', 'Elizabeth Cullen', 'Angie Milliken', 'Luke Corrin Care', 'Jack McGirr', 'Miranda Frangou', 'Lakota Johnson', 'Ruby Gonzales-Judd', 'Greg Powell', 'Patrick Shearer', 'Sarah Ogden', 'Iain Gardiner', 'Melina Vidler', 'Traneshia Chiles', 'Lauren McClinton', 'Gary Haile', 'Kellee Halford', 'Angela Hill', 'Jamiah Hudson', 'Norris Jones', 'Stephen Ladson', 'Alfreda McCrary', 'Angela McCrary', 'Beverly Ann McCrary', ""Keb' Mo'"", 'Tamica Nicole', 'Marqo Patton', 'Robert Randolph', 'Calvin Settles II', 'Calvin V. Settles, Sr.', 'Ira Wayne Settles, Sr.', 'Odessa L. Settles', 'Sara Settles', 'Shirley M. Settles', 'Jacqueline Smith-Jefferson', 'Torshia Suggs', 'Cameron Keith Walls', 'Andrea Baker', 'Libe Barer', 'Doug Burch', 'Cathy Cavadini', 'Elvis Presley']",tt3704428,en,Released
